Traffic_Source,Time_Spent_on_Funnel_Stages,Bounce_Rate,Interactions,Number_of_Visits_Before_Conversion,Cart_Abandonment_Rate,Purchase_History,Device_Type,Time_of_Day,Discount_Usage,Loyalty_Score,Noise_Feature_1,Noise_Feature_2,Conversion
Social Media,10.42862566475882,0.288744187025918,3,2,0.30415843211433125,No,Mobile,Afternoon,No,6.174574291346413,0.8056846445158411,3,1
Organic Search,8.882049197919892,0.6868850632889603,6,4,0.5303671608521826,No,Desktop,Night,Yes,3.5946824742918935,0.7292773630250273,58,1
Organic Search,3.4905347912011946,0.1725319598779691,2,1,0.8904454188685496,No,Mobile,Night,Yes,5.05383368249632,0.8627201139180705,80,1
Paid Ads,4.86600040810627,0.4936618351242424,4,2,0.4657333654562907,Yes,Mobile,Evening,Yes,9.862144343536716,0.4586562777787013,2,1
Social Media,9.36462740199153,0.4435916351274808,5,2,0.5270660043499902,No,Mobile,Afternoon,No,3.7048736238406232,0.9977563363025843,86,0
Organic Search,7.967182844119742,0.32852246706735355,2,6,0.5895049912930442,No,Mobile,Afternoon,Yes,9.181329189488984,0.8149171560495565,61,0
Paid Ads,9.319528659418484,0.5289065374626094,4,1,0.48255205595703476,Yes,Mobile,Evening,No,4.708644368892866,0.6608327156420917,18,1
Organic Search,13.029270253532221,0.7264490517797731,5,6,0.7075687286602793,No,Desktop,Morning,Yes,2.0584576653052205,0.6235863553912422,70,1
Organic Search,10.178107997688002,0.3408056992227603,8,1,0.3603435420512485,No,Mobile,Afternoon,No,8.049940322662454,0.31998441505140984,76,1
Organic Search,11.776658617228465,0.35136381038457976,5,2,0.9921384202756653,No,Desktop,Evening,No,6.764593812428898,0.6191247886051732,63,1
Organic Search,8.28404416841219,0.52441298099804,3,6,0.42729839788789414,Yes,Desktop,Morning,No,5.872816814740169,0.23412753117214802,84,1
Organic Search,5.578352967546681,0.5836485642870003,6,1,0.77651742865012,Yes,Desktop,Afternoon,No,4.049028297549589,0.09772300190242333,41,1
Organic Search,7.826401522356977,0.374458558570273,1,1,0.8879861239690692,Yes,Desktop,Evening,Yes,6.880398740344557,0.9215688436508752,66,1
Direct,5.5857445588425865,0.33892525278127034,2,4,0.223688582093669,No,Desktop,Afternoon,Yes,8.071145491111299,0.9910563992726728,98,0
Organic Search,12.674884870317344,0.0,7,1,0.4851508424002714,No,Mobile,Morning,No,3.117581698077361,0.9330586204670309,34,1
Direct,10.37117322960641,0.24439821752668933,5,7,0.6964999432712464,No,Mobile,Afternoon,Yes,3.0801427697744126,0.6665929729418331,19,1
Organic Search,9.561537489884838,0.1721376655864899,6,2,0.6477925592881141,No,Mobile,Evening,No,1.1329062125066787,0.9488402018544089,46,1
Organic Search,11.70782960668431,0.5369249992623782,6,3,0.44563547853871033,No,Desktop,Evening,No,5.104633287383674,0.407692270679509,85,1
Paid Ads,1.9398307564303234,0.3512194102798316,6,3,0.5803694793010572,No,Mobile,Afternoon,No,9.315315975268915,0.14188811841845916,28,1
Paid Ads,9.764413854027978,0.34339567889221434,6,2,0.16657551603690224,No,Mobile,Afternoon,Yes,8.340198415945459,0.5530327462944262,96,0
Paid Ads,4.068062647086882,0.39818874727540376,1,5,0.5584283650170605,No,Desktop,Evening,No,0.0,0.8858196501108386,37,0
Organic Search,7.978232904603017,0.22596470597492002,1,1,0.5313883294683687,No,Mobile,Evening,Yes,3.23331477999949,0.8965189152175908,80,1
Paid Ads,7.064877222598357,0.7106494373377509,9,2,0.48958553995139736,No,Mobile,Evening,No,8.31860008775677,0.39496863580040154,92,0
Organic Search,9.985209836290844,0.6596387823393222,6,3,0.389656673196937,No,Mobile,Evening,Yes,5.619327754025053,0.34138304426631005,76,1
Direct,8.684561866882866,0.7236213566095376,6,1,0.49345039710480476,No,Mobile,Afternoon,Yes,2.611926448077857,0.9674270330859878,14,0
Direct,12.035351520835366,0.5366834462477783,1,1,0.2902260291331261,No,Desktop,Night,No,4.7692523536383105,0.05204367559303902,38,1
Direct,6.19430851720216,0.39410437699561257,7,3,0.6228643609096205,No,Mobile,Afternoon,No,0.5345609514213692,0.17775295783604583,65,0
Organic Search,10.127343168899852,0.722945860601377,4,2,0.5798745332785349,Yes,Mobile,Afternoon,No,7.480711184323198,0.09211625458068073,94,1
Organic Search,8.486669650696495,0.26380663281740413,7,1,0.49099887805357656,No,Mobile,Evening,No,5.703057750689192,0.3969494946582214,6,1
Paid Ads,3.094129189785342,0.22575820419339754,6,7,0.3003297913104511,No,Mobile,Night,Yes,8.121759058991689,0.42661065870807857,1,1
Direct,5.244150624430902,0.2796976970460282,7,4,0.7028287895955381,No,Tablet,Afternoon,Yes,2.5649159246828286,0.029101836814525273,38,1
Direct,7.550365899433495,0.5045742533828597,8,1,0.27026834438093233,No,Desktop,Morning,No,3.0153860786616775,0.7376264319993848,43,1
Social Media,11.336877349675184,0.24757896132246549,2,2,0.29826019158165845,Yes,Mobile,Morning,No,3.6964935269706234,0.7050841465191381,60,1
Direct,9.391169172671344,0.36892540235640026,6,1,1.0,No,Mobile,Afternoon,Yes,8.00540506178989,0.6086463841602002,89,1
Organic Search,4.497497528357857,0.07962894122304476,1,1,0.5365598505813156,No,Desktop,Night,No,4.3616539297395365,0.15386764423002341,18,0
Organic Search,7.57905131585852,0.49621953308564887,5,1,0.21848695830070147,No,Desktop,Night,Yes,7.427097500450598,0.04959635016341646,41,1
Organic Search,14.05341934637909,0.0965793265633782,2,3,0.5783779298895622,No,Mobile,Evening,No,5.434404340371122,0.7977816015221263,45,0
Direct,8.333670004522574,0.21356778902692763,3,1,0.5123981293138475,No,Mobile,Afternoon,No,6.732599764203525,0.18200796469147718,25,1
Direct,7.018023274782813,0.6434334269793288,3,1,0.36702758140651925,No,Desktop,Afternoon,Yes,3.8962291068461017,0.5779546615955294,54,1
Direct,9.475218922268661,0.6360636633972221,2,1,0.5966944865671029,Yes,Mobile,Morning,Yes,4.661848970859062,0.7172804322227797,3,1
Organic Search,10.29017923874591,0.4748626179092996,5,3,0.5224633868318769,No,Mobile,Afternoon,No,6.20778303626235,0.460761608848018,24,1
Organic Search,6.6314949575598225,0.4551327163470461,2,3,0.25965521766203226,No,Mobile,Night,No,5.455633743853602,0.1012303012079625,34,1
Direct,9.507724323114312,0.29380807056914815,9,2,0.5305425620017572,Yes,Mobile,Evening,No,4.023210541972719,0.34020100444745727,37,1
Organic Search,7.013331509987572,0.24541926725155974,6,4,0.44207872196876985,No,Desktop,Afternoon,Yes,4.075466697672551,0.2762364368758117,89,1
Paid Ads,10.157982805488315,0.3275516604485241,4,1,0.4750845434499965,Yes,Desktop,Evening,Yes,7.375130553180102,0.10534827105792521,57,1
Direct,8.509079473913852,0.09726916510753647,3,1,0.49683953087484894,Yes,Tablet,Afternoon,Yes,6.715614202256921,0.8250782874589365,51,1
Organic Search,9.445903481158677,0.4504897109907327,5,2,0.4305222037494637,No,Desktop,Evening,No,4.295172536468465,0.39131692361886183,51,1
Organic Search,5.722449361497487,0.40976622496168197,8,4,0.5768623865242266,Yes,Mobile,Morning,Yes,8.746773987893103,0.4654615555241174,31,1
Direct,5.5361408477814225,0.21331574665794664,11,1,0.5275831193544207,Yes,Mobile,Evening,Yes,3.73319976937775,0.2520439186400998,20,1
Organic Search,10.836491913978184,0.7137363837682715,9,4,0.2759179309091423,No,Mobile,Afternoon,No,0.9844502686599954,0.9651855323563916,83,1
Organic Search,7.761810855843518,0.5213827420574096,6,3,0.5938247477687646,No,Mobile,Night,No,4.4721922734194965,0.2700366225800398,30,1
Paid Ads,8.855104226298085,0.5383683608017713,4,6,0.6218783973747275,No,Mobile,Morning,Yes,4.915300357156063,0.5018582043385161,8,1
Paid Ads,7.080813718740441,0.30253201479216696,3,1,0.0,No,Mobile,Afternoon,No,7.601865935998728,0.7139666641849258,28,0
Organic Search,10.69618032204093,0.39973398439473534,4,2,0.0,Yes,Desktop,Evening,Yes,3.8187805965056,0.9965491105873544,71,1
Paid Ads,6.176570059911027,0.5254745340374845,3,3,0.49378394226790717,No,Mobile,Afternoon,No,5.885956287210869,0.9669859151188639,51,0
Organic Search,7.593196280297351,0.4305564734200471,7,3,0.44640062514295725,No,Mobile,Night,Yes,3.6192658838805762,0.37741858605890466,50,1
Organic Search,10.357978438109395,0.7203801569539744,4,1,0.6313554309921903,No,Mobile,Morning,Yes,6.057255862787116,0.67503571988341,46,1
Organic Search,11.518903097492798,0.3592424861166498,5,2,0.35026029522858115,Yes,Mobile,Morning,No,4.664800469879462,0.9319529523313439,48,1
Direct,6.42872212691995,0.2990878935527779,2,3,0.5412592195511796,Yes,Mobile,Evening,No,4.188887999986858,0.7693512468967072,75,1
Paid Ads,13.879051945867648,0.5268505752942853,5,1,0.6338113695297163,No,Mobile,Night,No,3.0168073927515042,0.5856795695750894,55,0
Organic Search,8.93972508108085,0.1470705455426976,5,6,0.5955156745697885,No,Desktop,Morning,No,7.410450016662551,0.4290530959722315,59,1
Organic Search,4.8712152145737875,0.5848593864616225,3,3,0.3396416389937098,No,Desktop,Evening,Yes,5.5833157647284795,0.8156980801929565,51,1
Social Media,9.107156145769904,0.13985763988160343,6,1,0.4874523009578115,Yes,Mobile,Afternoon,No,5.289629799684664,0.6549751419714459,70,1
Direct,6.8510023565496265,0.5277169332117101,4,5,0.37595967243031037,No,Mobile,Afternoon,Yes,4.039117298155613,0.43982610047986015,20,1
Organic Search,9.30220546154953,0.2703452891654675,7,2,0.5229477566614972,No,Desktop,Evening,Yes,5.172473244958854,0.054387681788380826,25,1
Direct,7.871431257018986,0.49531682939667865,7,3,0.5676911147163748,No,Mobile,Afternoon,No,2.5622542160135025,0.33894904579108953,79,1
Paid Ads,8.222821070570435,0.5814685892122036,4,2,0.7515387585214119,No,Mobile,Afternoon,Yes,7.1797253692147605,0.657617937103401,61,1
Paid Ads,5.2652198702415625,0.4306842391007838,4,5,0.43817417883765347,No,Mobile,Evening,Yes,2.0811147396204936,0.7998965320984621,9,0
Organic Search,10.97018369214908,0.16007580967186402,4,1,0.6894115295453018,No,Tablet,Morning,Yes,2.448521921158532,0.5761987748786246,82,1
Organic Search,4.531617898546903,0.22064495109856963,4,1,0.6923357378817641,Yes,Mobile,Afternoon,Yes,7.676050752703159,0.8357567438543231,10,1
Organic Search,4.673705313785015,0.25426817179324357,6,1,0.47707742025277056,Yes,Mobile,Afternoon,Yes,1.9534445115782146,0.3941093326218682,11,1
Paid Ads,9.10208104744246,0.020998621280445218,5,2,0.36559756584991426,No,Desktop,Morning,Yes,7.067489823406126,0.7868898876277979,33,1
Organic Search,12.80853274153391,0.6254955717463858,2,3,0.48399792145833004,Yes,Desktop,Night,No,5.47046442623684,0.22583207035758934,98,1
Organic Search,6.942220708806778,0.4220215171512658,4,2,0.6441230280362211,Yes,Mobile,Morning,No,3.7852196438422556,0.327072629904793,34,0
Social Media,10.102916968111897,0.17289639096220105,7,2,0.5153294840807415,No,Desktop,Morning,No,7.567354228921709,0.4388953185727468,26,1
Direct,11.220020530590636,0.6911349714916715,5,1,0.2742429213368533,No,Desktop,Evening,Yes,4.542276986972599,0.6239742340420121,76,1
Direct,10.444053311882207,0.25973437997236737,6,6,0.5213292799455161,No,Desktop,Morning,No,6.403520767601875,0.7630888604335148,97,1
Organic Search,7.066375132478956,0.4501144978149743,6,1,0.3115243630907025,No,Desktop,Night,Yes,5.02755791204411,0.13182525488117647,17,1
Social Media,4.726859848417776,0.23494589096075966,2,1,0.4710938640837578,No,Mobile,Night,No,3.524985619196138,0.06369173474866263,28,0
Organic Search,1.377357302985935,0.0,5,2,0.8611994430371096,No,Mobile,Afternoon,Yes,4.776359875673953,0.7872672669189973,59,1
Direct,7.21147850161282,0.1271118882297479,5,6,0.7470561185634982,No,Mobile,Afternoon,No,1.5482304608941608,0.7534127728100465,18,1
Organic Search,11.534262105686524,0.31030191382671374,2,4,0.4172207861094051,Yes,Mobile,Evening,Yes,6.641706536527046,0.6054382746705546,30,1
Organic Search,4.6275020457141975,0.5796593742412096,9,3,0.5303870048771893,Yes,Mobile,Afternoon,Yes,5.819597005615487,0.9145396358919774,36,1
Direct,10.100629542556296,0.46930662936384904,3,4,0.6874432791360284,Yes,Desktop,Afternoon,No,5.51647792237813,0.07194024487954154,70,0
Organic Search,5.149542409844384,0.4280410252342491,6,1,0.35881145142227056,Yes,Mobile,Evening,No,4.694248119447202,0.3837766560399132,25,1
Social Media,8.318217729160514,0.0,4,1,1.0,No,Tablet,Afternoon,Yes,7.605094943488417,0.45812996454990207,61,1
Organic Search,10.123374842465052,0.6540172295360189,8,2,0.1932445917256017,No,Mobile,Night,Yes,3.1503597134053933,0.6176010944459083,83,1
Organic Search,6.021513689484717,0.4447359392991112,5,4,0.5817345547037797,Yes,Mobile,Evening,No,2.473999530238118,0.5261063167383369,41,1
Organic Search,8.511454042090742,0.376116466021568,1,1,0.44674711308878756,Yes,Mobile,Evening,No,3.8243925581599525,0.1169198979618612,69,0
Direct,6.7547259898240135,0.6264846219977791,7,1,0.5232526862595963,No,Tablet,Evening,Yes,8.222785560499766,0.8051305116447446,65,1
Paid Ads,10.11544597681453,0.6494993447136548,5,2,0.5689217277880725,No,Mobile,Evening,Yes,3.4800154279137097,0.9465768247810902,50,0
Organic Search,8.705951505453912,0.6309180495218383,4,4,0.5235475972225148,No,Mobile,Evening,Yes,6.705979581311523,0.9106131063975215,76,1
Organic Search,8.169523023287802,0.3505827006593425,5,3,0.2622873016594675,No,Desktop,Night,No,3.2904820153534846,0.5476773105518179,24,1
Organic Search,12.675049880425933,0.1993046878431609,7,3,0.4084699898703276,No,Mobile,Afternoon,Yes,4.003199815958526,0.7301510962887969,49,1
Organic Search,9.986918427104907,0.5977845834284147,4,1,0.1320221075380711,No,Mobile,Night,No,3.758266028126128,0.31522719643527386,14,1
Organic Search,5.928944401621132,0.12698911138591662,8,1,0.3978692691589179,Yes,Tablet,Evening,Yes,7.079524882391887,0.3954097839900126,2,1
Direct,7.742408297606715,0.7894513477328565,6,1,0.5415236581746901,No,Tablet,Afternoon,No,6.044834015540056,0.4610811064542599,52,1
Paid Ads,7.772303644761018,0.40559990903891263,8,1,0.6298229973779967,No,Mobile,Afternoon,Yes,4.548963288538056,0.40428857655900663,51,1
Social Media,8.240958717875635,0.1878231488600832,9,1,0.34584955769566195,Yes,Mobile,Afternoon,No,3.4151348573615614,0.7436935708771174,11,0
Organic Search,15.573527829822485,0.15362628916867793,11,4,0.5203256400796284,No,Desktop,Evening,No,5.77191658800664,0.9066976667749368,78,1
Social Media,9.11255567813299,0.14447903518878807,6,3,0.40784867807080827,No,Tablet,Evening,Yes,6.116076853735519,0.5383133085794802,16,1
Direct,1.8922922896856722,0.42807258134416865,9,2,0.5933813010632186,No,Mobile,Evening,No,4.760593564749679,0.26561321381780645,81,0
Organic Search,6.371603084849104,0.3987215359880426,5,1,0.4460034804580748,Yes,Desktop,Afternoon,No,3.8403533057512824,0.5985399926110786,37,1
Organic Search,2.2028837375125745,0.15281556529816143,7,2,0.593152280829804,No,Mobile,Afternoon,No,8.408388348173172,0.48732721438388016,49,1
Organic Search,7.010605228862481,0.3287088426888196,3,3,0.4746127310363517,No,Mobile,Afternoon,Yes,2.894766394648856,0.3511119167090353,86,1
Organic Search,2.038069310820715,0.12641292278173155,1,1,0.7001128790216332,No,Mobile,Afternoon,Yes,4.509802339253926,0.46058037750846914,99,0
Organic Search,5.385228586794716,0.5178603611888346,3,2,0.7471287691353885,No,Mobile,Afternoon,Yes,3.535670015815903,0.608564044254644,40,1
Direct,3.43783541109764,0.38908134677745726,8,2,0.16916582814583908,Yes,Mobile,Afternoon,Yes,5.506317707194583,0.7443370990018049,66,1
Organic Search,9.152480533902432,0.32431949881651045,7,5,0.4959805034357403,No,Mobile,Evening,No,3.048596574916938,0.42469270352570265,16,0
Direct,8.001618087886635,0.14237785398649455,1,4,0.3870657079481042,No,Tablet,Afternoon,No,5.754542007370143,0.7788294347394114,86,1
Paid Ads,8.908886922496194,0.33996887995544695,1,6,0.5922848437169344,No,Desktop,Afternoon,No,1.869448807630167,0.5247230289134114,81,1
Direct,7.68634583429442,0.31705442373073467,3,1,0.25370063498286094,No,Desktop,Morning,No,5.9298449566579245,0.6460217940235179,79,1
Direct,3.8171067493867463,0.4635453402419194,4,4,0.38776164615631914,No,Mobile,Evening,No,7.078751601505301,0.7427245275713513,88,1
Organic Search,9.540564107764206,0.43340359562339215,3,3,0.6001739084196372,No,Mobile,Evening,Yes,4.727741188470746,0.15752723236347743,81,1
Organic Search,13.766673680808358,0.5584120204158685,4,5,0.5727388496176358,No,Mobile,Morning,No,2.708023484844355,0.30720624129720564,15,1
Paid Ads,9.22763773581964,0.3030846912989875,5,6,0.46098037977164114,No,Desktop,Evening,Yes,6.082379731380557,0.20137391049395081,44,1
Organic Search,6.7222262020473025,0.027917699560701115,5,1,0.31900845738480565,No,Mobile,Night,No,1.3225684785339813,0.4111390278951351,52,1
Organic Search,3.715798471683665,0.5982185753196081,3,1,0.5358346999711887,No,Mobile,Evening,No,6.2418410474832715,0.22260724948612198,3,1
Paid Ads,5.275799087720104,0.2127934973903639,6,1,0.6731150639211217,Yes,Desktop,Evening,Yes,3.1072320987604902,0.34070034557860573,14,1
Organic Search,9.359118969716176,0.1786165893969489,7,4,0.4292845478791024,No,Desktop,Morning,Yes,1.357713852623848,0.8710793959376343,16,1
Direct,11.219354080398125,0.3913766909772496,3,1,0.5586660634331824,Yes,Mobile,Night,No,2.8955339407300014,0.8100249702507224,74,1
Organic Search,8.782598524165929,0.4604541025909034,3,1,0.4377504185636679,No,Mobile,Afternoon,Yes,7.273622139592656,0.7858722310809749,94,1
Social Media,10.39966186911795,0.29383271885706347,3,4,0.33527281091474703,Yes,Desktop,Afternoon,Yes,7.15358251925939,0.12704797486261832,88,1
Organic Search,10.123034732081729,0.2922614637063746,5,1,0.31237435472360214,No,Mobile,Evening,Yes,2.5859275564718875,0.7340490754977581,85,1
Direct,9.519603174157753,0.321794736446889,5,1,0.5964745361160931,No,Tablet,Afternoon,No,7.494611346641946,0.39383439498964135,20,1
Direct,6.024579214216232,0.6833080701986287,8,1,0.6734505848289529,No,Mobile,Afternoon,Yes,2.2774834723382127,0.1061437956981891,14,1
Direct,8.521770535925457,0.39946438248837357,3,3,0.20829415844597748,No,Mobile,Evening,Yes,4.9545909617180905,0.11165508719031814,37,1
Organic Search,5.454866588353585,0.2064074321076408,6,2,0.44149064058279885,No,Mobile,Afternoon,No,8.70178383108794,0.07571735246604605,14,1
Organic Search,8.052286858874306,0.20844332861940656,5,3,0.5202338165370071,Yes,Mobile,Morning,No,6.607059604314997,0.6216309979937458,80,1
Direct,8.992590593200736,0.34982316408352615,5,5,0.22702849455870022,Yes,Desktop,Afternoon,No,5.919899018055801,0.6470757789586433,90,1
Social Media,13.036351422160564,0.4475715868056015,6,4,0.5600251620748278,No,Mobile,Afternoon,No,6.002810471875714,0.22055716085257604,2,1
Paid Ads,4.070804076897104,0.4967960323932381,9,1,0.4600888926326453,No,Desktop,Evening,Yes,5.53003618803453,0.713018421891856,27,1
Organic Search,9.444522892973916,0.4248317207694431,3,1,0.34122291229766943,No,Desktop,Evening,Yes,4.253129630791007,0.8220325029526953,44,0
Paid Ads,12.443709774870785,0.23162532981658224,4,4,0.7019144426275827,No,Tablet,Afternoon,No,3.797032607081059,0.48357151242369933,20,1
Direct,10.27654329751639,0.3152117400878435,3,2,0.49742187045853087,No,Mobile,Afternoon,Yes,1.002430333367529,0.893683889053369,25,1
Organic Search,10.498836328475125,0.5467815763729249,7,5,0.4832901904742944,No,Mobile,Afternoon,Yes,4.960696040705036,0.5095601676296144,81,1
Organic Search,9.763084705603436,0.1707816079093809,1,2,0.6303666181306495,Yes,Tablet,Morning,No,4.169541097986888,0.9405642486700526,26,1
